randomNumber,entryNumber,toolEntry,Society,Reference,toolName,Type,simpleComp,PresLikelihood,Scale,materialDescribed,materialMetal,materialPlant,materialStone,materialBone,materialAntler,materialOther,materialOther_detail,learn,Process,Mode,Gender,childAge_coded,manufacturerAge,manufacturerSex,manufacturerKin,Continent,Subsistence,Paragraph,Image,Image_Caption,permalink,Latitude,Longitude,Date,Pages,Play,Multiple.Uses
1789,2131,2,Ingalik,"Osgood, Cornelius, 1905-1985


Ingalik material culture",FURNITURE,Shelter,NA,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Girls,NA,BOTH,FEMALE,PARENT,North America,Hunter-gatherers,"Manufacture and use. The construction of dolls varies considerably. The child may first have just a rabbit skin tied up with a little bit of skin. This comes apart in time and if the child insists, a better one may be supplied. A mother may make a simple doll for a baby from a piece of moss or a little bundle of grass. When a girl is old enough to sew she may make herself a doll, with a body of tanned skin cut out roughly to form and stuffed with rabbit skin. A face may be marked on it in some way and clothing added, modeled after real costumes. Beads may be put through the nose and ears of the doll and even little furniture made so that the doll can have its own plates and baskets for food and water, its own mats and blankets for sleeping. The time consumed in making a doll may vary considerably. Dolls are not common. They are said to be made usually in the summer inside the house.",NA,NA,https://ehrafworldcultures.yale.edu/sres/6c46daf5-f41b-4b59-a33d-5c322f847e80,62.5,-159.5,1970,1507,Use,Single
1792,2242,1,Chinookans,"Ray, Verne Frederick, 1905-2003


Lower Chinook ethnographic notes",CANOE,Transport,Comp,Low,Mini,YES,NO,NO,NO,NO,NO,YES,"FLAGS, CHIPS",NA,NA,NA,Boys,NA,CHILD,MALE,NA,North America,Hunter-gatherers,"Swimming, jumping, and foot races were popular pastimes of children. Swan provides a number of interesting sidelights on children's activities:


The boys were fond of making canoes either from flags, which were twisted so as to form a sort of boat, or from chips, on which they would hoist a leaf for a sail, and start them off on voyages down the creek. Sometimes a lad with more ingenuity than the rest would carve out a pretty model of a canoe from a cedar stick; and I have seen boys, with little canoes which they had made, scarce three feet long, fearlessly paddle about the water in these little cockles, which seemed ready at any moment to sink.


Sometimes the boys would catch a lot of minnows, and then the girls would join them, and, having made a little fire and a miniature rack for smoking fish, would imitate the manner of curing salmon, which, when done, were served up as a repast. The girls were very fond of making rag babies and dressing up clam-shells like children. 6


6Swan, pp. 198 f.",NA,NA,https://ehrafworldcultures.yale.edu/sres/70579c5f-1086-420e-bc3a-c76352db64e9,45.17,-119.17,1938,766,Play,Multiple
1792,2242,2,Chinookans,"Ray, Verne Frederick, 1905-2003


Lower Chinook ethnographic notes",DOLL,Human figure,Simple,Low,ChildOnly,YES,NO,NO,NO,NO,NO,YES,CLAM SHELLS,NA,NA,NA,Girls,NA,CHILD,FEMALE,NA,North America,Hunter-gatherers,"Swimming, jumping, and foot races were popular pastimes of children. Swan provides a number of interesting sidelights on children's activities:


The boys were fond of making canoes either from flags, which were twisted so as to form a sort of boat, or from chips, on which they would hoist a leaf for a sail, and start them off on voyages down the creek. Sometimes a lad with more ingenuity than the rest would carve out a pretty model of a canoe from a cedar stick; and I have seen boys, with little canoes which they had made, scarce three feet long, fearlessly paddle about the water in these little cockles, which seemed ready at any moment to sink.


Sometimes the boys would catch a lot of minnows, and then the girls would join them, and, having made a little fire and a miniature rack for smoking fish, would imitate the manner of curing salmon, which, when done, were served up as a repast. The girls were very fond of making rag babies and dressing up clam-shells like children. 6


6Swan, pp. 198 f.",NA,NA,https://ehrafworldcultures.yale.edu/sres/70579c5f-1086-420e-bc3a-c76352db64e9,45.17,-119.17,1938,766,Play,Multiple
1793,456,1,Innu,"McGee, John T.


Cultural stability and change among the Montagnais Indians of the Lake Melville region of Labrador",BOW AND ARROW,Weapons,Comp,Low,Mini,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,NA,Boys,NA,NA,NA,NA,North America,Hunter-gatherers,"In summer, one may see the family gun standing on its butt, inside the tent tied to one of the sapling stakes to keep it from falling. In winter, particularly in more isolated, smaller camps, one is likely to see a gun standing on its butt in the snow, with some kind of case or rags over it. In winter this is wise; for taking a gun from the relatively warm temperature of a tent to the cold outside, often allows condensation and freezing. This is particularly true of “repeaters” and automatic or semi-automatic weapons. The Indians are well aware of this from long experience, and this fact seems to have something to do with their predilection for single shot rifles. From the time of the early traders these Indians have taken over the rifle. They have, generally speaking, abandoned the use of the bow and arrow, although at times it is still used by adults for bird shooting, both because homemade arrows are cheaper than bullets and because there is relatively no noise in its use, and not as much destruction of the meat as with shells. However, today, the bow, with blunt wooden arrows, serves chiefly as a hunting instrument for young boys, and as a toy for both young and older males. It is still a matter of pride and of conversation among adults when a young boy kills his first game, usually a bird or a squirrel, with his bow and arrow, although there is no ceremony attached to this event. The earlier a boy [Page 122] kills his first game, the better hunter he will be. This is a persistent and prevailing belief among these hunters.",NA,NA,https://ehrafworldcultures.yale.edu/sres/d8240f9c-961b-4e49-bc67-7820a1808d21,53,-58,1961,1997,Play,Multiple
1814,2441,1,Barama River Carib,"Gillin, John


The Barama River Caribs of British Guiana",STILTS,PhysGame,Simple,Low,ChildOnly,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,South America,Primarily Hunter-gatherers,Children also play with stilts. Each stilt is made of one piece of wood with the footrest not more than a foot above the ground. It is a question as to whether or not stilts have been introduced by outsiders.,NA,NA,https://ehrafworldcultures.yale.edu/sres/3d61696c-6afc-4fe7-bcb8-23faa1a459a5,7.42,-60.17,1936,494,Play,Single
1816,1438,1,Tiwi,"Goodale, Jane C. (Jane Carter), 1926-


Tiwi wives: a study of the women of Melville Island, North Australia",CANOE,Transport,Simple,Low,Mini,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,NA,Girls,MIDDLE CHILDHOOD,CHILD,FEMALE,NA,Oceania,Hunter-gatherers,"Two seven or eight-year-old kitjiŋa one day built a “canoe,” they called it, in the Banjo Beach billabong back of our expedition camp and invited me to go for an afternoon cruise with them. The canoe turned out to be a paperbark raft, and I first questioned its buoyancy. The girls went into a huddle, emerged with shy giggles, and asked if I minded if they went naked. When I shook my head, they stripped off their wraparound skirts (nagas), jumped into the shallow water, and made their way to a large paperbark. Each carried a small stick with which she struck the tree. If it gave a hollow sound, [Page 39] they made a longitudinal cut in the bark, hacking away with the end of the stick to the limit of their reach. Then they peeled the bark off around the tree, sometimes with great care. They made no horizontal cuts, but ripped the soft bark at the top and bottom of the cut. When the sheets of bark were cut, they laid them on the raft, first carefully building up the sides and then laying them across the center. If the bark were very thick, they split it into two sheets.",NA,NA,https://ehrafworldcultures.yale.edu/sres/220444c2-3d33-4533-ade1-a603869c1270,-11.38,131,1971,960,Use,Single
1819,2287,1,Assiniboine,"Rodnick, David, 1906-


The Fort Belknap Assiniboine of Montana",MARBLES,Game,Simple,NA,ChildOnly,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boys,NA,NA,NA,NA,North America,Hunter-gatherers,"Like white children, recess time at school meant marble-playing by the boys and walking arm in arm by the girls. In games, little difference existed, basket-ball, sand-lot baseball and marbles being preferred by the boys, while hop scotch and skipping rope were engaged in by the girls.",NA,NA,https://ehrafworldcultures.yale.edu/sres/827c2b32-55e8-474b-b761-0ce8e1454faa,49.29,-106.07,1938,1684,Play,Single
1819,2287,2,Assiniboine,"Rodnick, David, 1906-


The Fort Belknap Assiniboine of Montana",SKIPPING ROPE,PhysGame,NA,NA,ChildOnly,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Girls,NA,NA,NA,NA,North America,Hunter-gatherers,"Like white children, recess time at school meant marble-playing by the boys and walking arm in arm by the girls. In games, little difference existed, basket-ball, sand-lot baseball and marbles being preferred by the boys, while hop scotch and skipping rope were engaged in by the girls.",NA,NA,https://ehrafworldcultures.yale.edu/sres/827c2b32-55e8-474b-b761-0ce8e1454faa,49.29,-106.07,1938,1684,Play,Single
1828,2425,1,Maori,"Buck, Peter Henry, 1880-1951


The coming of the Maori",TOP (WITH WHIP),Game,Comp,High,ChildOnly,YES,NO,YES,YES,NO,NO,NO,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,Oceania,Primarily Hunter-gatherers,"Tops (potaka) were used throughout Polynesia and Best's account of Maori tops (18, p. 86) is the best for the Polynesian area. In New Zealand, they were of two kinds, whip tops and humming tops. The woods used in their manufacture were preferably matai and heart of white pine (kahikatea) but other more common woods were also used. Whip tops were also made of stone and a top in the British Museum was made of pumice.",NA,NA,https://ehrafworldcultures.yale.edu/sres/a817068f-772b-4c42-89e3-78ed84b1e214,-35.33,174.17,1952,2875,Play,Single
1836,2450,1,Warao,"Kirchhoff, Paul


The Warrau",DOLL,Human figure,Simple,Low,ChildOnly,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,NA,Girls,NA,ADULT,MALE,PARENT,South America,Hunter-gatherers,"Girls have wooden dolls made by their fathers and miniature hammocks. Boys play “fishing”: A boy dives, takes a cord thrown at him between his teeth, and is hauled out.",NA,NA,https://ehrafworldcultures.yale.edu/sres/be2dc81c-e5f4-45fe-959c-d7e93eb3d802,9.08,-62,1946,2911,NA,NA
1836,2450,2,Warao,"Kirchhoff, Paul


The Warrau",HAMMOCK,Shelter,NA,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Girls,NA,NA,NA,NA,South America,Hunter-gatherers,"Girls have wooden dolls made by their fathers and miniature hammocks. Boys play “fishing”: A boy dives, takes a cord thrown at him between his teeth, and is hauled out.",NA,NA,https://ehrafworldcultures.yale.edu/sres/be2dc81c-e5f4-45fe-959c-d7e93eb3d802,9.08,-62,1946,2911,NA,NA
1837,55,1,Hadza,"Marlowe, Frank, 1954-


The Hadza",BOW,Weapons,Comp,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boys,NA,NA,NA,NA,Africa,Hunter-gatherers,Boys usually get their first bow when they are about 4 and spend hours each day in target practice. By the time they are 7 or 8 they are already very good and kill small birds and rodents. Girls begin accompanying their mothers on foraging forays by around 8–10 and also look after their younger siblings.,NA,NA,https://ehrafworldcultures.yale.edu/sres/8d11c20e-4858-4011-8717-7c1e3c8da4f3,-3.75,35.18,2004,730,Play,Single
1880,2388,1,Aranda,"Basedow, Herbert, 1881-


The Australian aboriginal",DOLL,Human figure,Simple,NA,ChildOnly,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,Oceania,Hunter-gatherers,"“Here then we have the idea of the doll, simple though it be. But after all, simplicity in method, so far as the training of children is concerned, is perhaps the readiest means of stimulating the imitative, and with it the creative, force which Nature has endowed them with.",NA,NA,https://ehrafworldcultures.yale.edu/sres/a2d3cb0f-d04d-41f9-9f78-60cb9af79926,-24.25,133.5,1925,2707,Play,Single
1893,2280,1,Yuki,"Foster, George McClelland, 1913-


A summary of Yuki culture",BASKET,Container,NA,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Girls,EARLY CHILDHOOD,NA,NA,NA,North America,Hunter-gatherers,"Children's play was designed to fit them for the duties of adulthood. At the age of five or six, girls were given miniature pack baskets and made to accompany their mothers into the field on food and firewood quests. No mention of dolls was recorded, but it is hard to believe that children did not play with effigies of some type.",NA,NA,https://ehrafworldcultures.yale.edu/sres/1d873858-724c-4915-bacd-363cc21f9fcf,39.64,-123.74,1944,657,Use,Single
1902,2391,1,Aranda,"Basedow, Herbert, 1881-


The Australian aboriginal",WEAPON,Weapons,NA,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boys,NA,NA,NA,NA,Oceania,Hunter-gatherers,"“Quite apart from accompanying their mothers on the regular hunting expeditions, the little boys often go out alone. They carry toy weapons, with which they say they are going to slay a kangaroo or anything else happening to come their way. In the Fitzroy River district the young hunters collect, or cut out of a gum-tree butt, several pieces of bark, dry or fresh, and shy these into the crown of a boabab (Brachychiton Gregorii) , hoping to fell a nut or two. If they are successful, they proudly return to camp with their spoil and obtain permission to roast it at the fireside. The small bark missiles are looked upon by the boys as quite equivalent to the ‘ kaili ’ (boomerangs) of their fathers; and there is no doubt they can throw them with greater [81] skill. I have seen the little fellows stalk a flock of foraging cockatoo and, when within range, fling several of the toy weapons into the birds as they are rising; invariably one or two birds are brought to fall.",NA,NA,https://ehrafworldcultures.yale.edu/sres/aac7667c-48ca-4166-8e7b-40f2231a9e65,-24.25,133.5,1925,2707,Play,Multiple
1903,2497,1,Yahgan,"Cooper, John M.


The Yahgan",SPEAR,Weapons,NA,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boys,NA,NA,NA,NA,South America,Hunter-gatherers,"Boys practiced with the spear, bow and arrow, and sling, and at stone throwing, but this was as much vocational as recreative activity.",NA,NA,https://ehrafworldcultures.yale.edu/sres/c50b0d81-0ac7-4121-8efe-a17eb7f0089a,-55.5,-69.5,1946,1722,Play,Single
1903,2497,2,Yahgan,"Cooper, John M.


The Yahgan",BOW AND ARROW,Weapons,Comp,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boys,NA,NA,NA,NA,South America,Hunter-gatherers,"Boys practiced with the spear, bow and arrow, and sling, and at stone throwing, but this was as much vocational as recreative activity.",NA,NA,https://ehrafworldcultures.yale.edu/sres/c50b0d81-0ac7-4121-8efe-a17eb7f0089a,-55.5,-69.5,1946,1722,Play,Single
1903,2497,3,Yahgan,"Cooper, John M.


The Yahgan",SLING,Weapons,Comp,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boys,NA,NA,NA,NA,South America,Hunter-gatherers,"Boys practiced with the spear, bow and arrow, and sling, and at stone throwing, but this was as much vocational as recreative activity.",NA,NA,https://ehrafworldcultures.yale.edu/sres/c50b0d81-0ac7-4121-8efe-a17eb7f0089a,-55.5,-69.5,1946,1722,Play,Single
1904,553,1,Ojibwa,"Theriault, Madeline, 1908-


Moose to moccasins: the story of Ka Kita Wa Pa No Kwe",DOLL,Human figure,Comp,Low,ChildOnly,YES,NO,YES,NO,NO,NO,YES,MOOSE HAIR,NA,NA,NA,Unknown,NA,ADULT,FEMALE,GRANDPARENT,North America,Hunter-gatherers,My great-grandmother made me a rag doll stuffed with moose hair with wooden buttons for the eyes. She put it in papoose cradle and laced it up. This was a wonderful treat for me to have a papoose doll. I kept it for the longest time,NA,NA,https://ehrafworldcultures.yale.edu/sres/b60eb73b-ef3e-403e-987b-54c850aa1730,47.33,-91.86,1992,10482,Play,Single
191,704,1,Tlingit,"De Laguna, Frederica, 1906-2204


Under Mount Saint Elias: the history and culture of the Yakutat Tlingit",BOW AND ARROW,Weapons,Comp,Low,Mini,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,North America,Hunter-gatherers,"Children used arrows with expanded blunt ends to shoot seagulls and other birds (fig. 31 b ). Such blunt arrows (qácgÀ[unknown]l), I was told, never had bone heads. Emmons, however, obtained one of copper at Yakutat, said to have been used to stun mink and small birds [Page [p.369-b]] (AMNH E/2495). The famous lucky arrow of Chief Yaxodaqet was said to have been such a blunt-headed arrow (see p. 712).",704.1,"Arrowhead of bone, copper, etc. for large game.",https://ehrafworldcultures.yale.edu/sres/31f29f51-db56-4b50-83fa-a34a391c8795,57,-133.59,1972,6624,Use,Single
1912,2208,1,Innu,"Burgesse, J. Allan


The Woman and the child among the Lac-St-Jean Montagnais",ARROW,Weapons,Comp,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boys,NA,NA,NA,NA,North America,Hunter-gatherers,"Vocational Training. Though no formal instruction is given in vocational education, this branch of the training of the Montagnais child begins in early life. In his play the Indian child imitates the doings of his parents. He drives his dog-team, he shoots his arrows, he traps small birds and animals, he stalks game, etc., etc., so that, when the time comes for him to take an [Page 15] active part in tribal life, he finds himself well equipped to do so. The same applies to the girls, who imitate the doings of their mothers and learn to cook and keep house while at play. Girls play with dolls, and, if they do not possess a real doll, they make one from a piece of rag, a bunch of grass, etc., devoting as much attention to this fabrication as if it were a real infant.",NA,NA,https://ehrafworldcultures.yale.edu/sres/d0d671ad-2268-4e3c-8e32-63d4c66c9e34,53,-58,1944,1997,Play,Single
1912,2208,2,Innu,"Burgesse, J. Allan


The Woman and the child among the Lac-St-Jean Montagnais",DOLL,Human figure,Comp,Low,ChildOnly,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,NA,Girls,NA,NA,NA,NA,North America,Hunter-gatherers,"Vocational Training. Though no formal instruction is given in vocational education, this branch of the training of the Montagnais child begins in early life. In his play the Indian child imitates the doings of his parents. He drives his dog-team, he shoots his arrows, he traps small birds and animals, he stalks game, etc., etc., so that, when the time comes for him to take an [Page 15] active part in tribal life, he finds himself well equipped to do so. The same applies to the girls, who imitate the doings of their mothers and learn to cook and keep house while at play. Girls play with dolls, and, if they do not possess a real doll, they make one from a piece of rag, a bunch of grass, etc., devoting as much attention to this fabrication as if it were a real infant.",NA,NA,https://ehrafworldcultures.yale.edu/sres/d0d671ad-2268-4e3c-8e32-63d4c66c9e34,53,-58,1944,1997,Play,Multiple
1941,1804,1,Karajá,"Krause, Fritz,1881-1963


In the wilderness of Brazil: report and results of the Leipzig Araguaia Expedition of 1908",SPINDLE,Instrument,Comp,Low,Mini,YES,NO,YES,NO,NO,NO,YES,CLAY,NA,NA,NA,Girls,EARLY CHILDHOOD,NA,NA,NA,South America,Primarily Hunter-gatherers,"Girls learn to spin and cook. They have small spindles on which they twist serviceable threads at an early age. One sees girls from six to seven years old already spinning almost constantly. The spinning whorls are either double-conical clay whorls or wooden whorls that are dome-shaped on one side (Ill. 167). This primitive shape has thus been preserved among the children, whereas it seems to have been lost to the adults.",1804.1,Child's spindle with wooden whorl.,https://ehrafworldcultures.yale.edu/sres/a0688e32-836b-48d1-8036-3868e1707d0e,-11.19,-50.35,1911,694,Use,Single
1950,2285,1,Assiniboine,"Long, James Larpenteur, 1888-


The Assiniboines: From the accounts of the Old Ones told to First Boy (James Larpenteur Long)",LODGE,Shelter,Simple,Low,Mini,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,NA,Girls,NA,NA,NA,NA,North America,Hunter-gatherers,"During the summer months, the girls played camp with toy lodges made out of large cottonwood leaves. These were pitched in groups to represent bands, and visits were made from one group to another. This game was kept up until the people moved to another place, then the girls would again start new villages.",NA,NA,https://ehrafworldcultures.yale.edu/sres/9f6e6951-5814-420a-9a8c-c77f83efedbb,49.29,-106.07,1961,1684,Play,Multiple
1960,2468,1,Chorote,"Rosen, Eric von, 1879-1948


Ethnographical research work during the Swedish Chaco-Cordillera Expedition, 1901-1902",BALL,PhysGame,Simple,Low,ChildOnly,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,South America,Hunter-gatherers,"I also saw Choroti children play at ball. Their hand-balls consisted of dry maize leaves tied together in the way seen in fig. 175. They have the appearance of old-time flaming hand grenades, and, whichever way they are thrown, they always fly »ball» foremost and the »fiery tail» pointing backwards or upwards.",2468.1,"Hand-ball, of maize leaves. 1/2 size.",https://ehrafworldcultures.yale.edu/sres/76010dbc-d51c-41fe-9a93-bf36d043d623,-22.21,-62.65,1924,228,Play,Single
1966,2012,1,Yahgan,"Gusinde, Martin, 1886-1969


The Yahgan: the life and thought of the water nomads of Cape Horn",HOUSE (HUT),Shelter,Comp,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,CHILD,BOTH,NA,South America,Hunter-gatherers,"Finally, if several families camp a few days in the same spot, the children as a game build a little hut with their own hands beside the dwellings of their parents. After all, they must occasionally give vent to their energies. The understanding parents willingly support them in this, sometimes bringing the children meat and approvingly watching the happy gathering. This children's hut is called ëk□li. 389 It is obvious and understandable that it cannot be an actual dwelling, but serves merely for the enjoyment and playful occupation of the little band (44) 


44. This unequivocal appraisal of the so-called children's hut is absent in what Hyades (q):342 and Bridges (a) :183 write about it. The latter is more ambiguous than the former.",NA,NA,https://ehrafworldcultures.yale.edu/sres/b3cd17fc-1fec-4c1f-be54-5cc5ef87144d,-55.5,-69.5,1937,1722,Play,Multiple
197,2407,1,Kiribati,"Koch, Gerd


The material culture of Kiribati",WINDMILL,Game,Simple,Low,ChildOnly,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,NA,Boys,NA,CHILD,MALE,NA,Oceania,Primarily Hunter-gatherers,"Boys make themselves small windmills (kikanang, Fig. 117) by folding over crosswise two sections of half coconut frond pinnules and sticking them on the end of the midrib of a frond pinnule.",2407.1,"Windmill (kikanang). Tetua, Nonouti. Half coconut frond pinnules. Midrib of a coconut pinnule. Propeller about 15cm wide.",https://ehrafworldcultures.yale.edu/sres/1a59d0c4-95eb-434b-a966-f8a2610d20e5,3.38,172.99,1986,1228,Use,Single
1975,469,1,Innu,"Turner, Lucien M. (Lucien McShan)


Ethnology of the Ungava district, Hudson Bay Territory",BOW AND ARROW,Weapons,Comp,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boys,NA,NA,NA,NA,North America,Hunter-gatherers,Among the Indian boys it is yet a favorite amusement to shoot small birds with the bow and arrow Small crossbows also are used by children. They have doubtless been made after those brought by some white man. The children have great sport with these bows.,NA,NA,https://ehrafworldcultures.yale.edu/sres/0fc8dce8-949c-4fc2-953e-f591e6ae9311,53,-58,1894,1997,Play,Multiple
1975,469,2,Innu,"Turner, Lucien M. (Lucien McShan)


Ethnology of the Ungava district, Hudson Bay Territory",CROSSBOW,Weapons,Comp,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,North America,Hunter-gatherers,Among the Indian boys it is yet a favorite amusement to shoot small birds with the bow and arrow Small crossbows also are used by children. They have doubtless been made after those brought by some white man. The children have great sport with these bows.,NA,NA,https://ehrafworldcultures.yale.edu/sres/0fc8dce8-949c-4fc2-953e-f591e6ae9311,53,-58,1894,1997,Play,Multiple
1978,2326,1,Klamath,"Pearsall, Marion, 1923-


Klamath childhood and education",DOLL,Human figure,Comp,Low,ChildOnly,YES,NO,YES,NO,NO,NO,YES,CLAY,YES,VERTICAL,TEACHING-INSTRUCTION,Both,NA,BOTH,FEMALE,PARENT,North America,Hunter-gatherers,"One of the most important activities in which young girls engage is playing with dolls. 14 


Dolls are described briefly by Spier, ibid.


Through their use the girl is encouraged in many of her future activities of housekeeping. A few boys like to play with dolls too, but they are teased about this girlish activity and soon cease. It is the girl’s mother or grandmother who first shows her how to make dolls and play with them. They are fashioned from any available material; wood, bark, tules, and clay are all utilized. In lieu of anything better they may even be outlined in the sand. Once the technique has been learned, the girls manufacture their own dolls and play with them alone or in groups. They make little shelters of willow for the dolls, pretend to dig up roots for them, and in every way treat them as actual children. Often the dolls are placed on a piece of bark to represent the cradleboard. Apparently much of this play is spontaneous on the part of the girls, but there is also considerable suggestion and encouragement on the part of mother and grandmother.",NA,NA,https://ehrafworldcultures.yale.edu/sres/c24b6f44-021c-4449-af45-de43c9968f39,42,-121.31,1950,1488,Play,Multiple
20,225,1,Vedda,"Seligman, C. G. (Charles Gabriel), 1873-1940


The Veddas",HONEY COLLECTOR,Instrument,Simple,Low,Mini,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,NA,Boys,NA,NA,NA,NA,Asia,Hunter-gatherers,"When a child tells a lie he may be told “Go away, I do not believe what you say,” but it appeared that even young children were usually truthful. One thing is taught the lads systematically, that is the method of collecting honey from the combs of the rock bee. Whenever the caves are conveniently situated a ladder of creepers is suspended from a tree in the jungle above and hangs over the end of the face of rock which forms the cave. On this the youths play at “honey getting.” At Pihilegodagalge the lads were quite willing to demonstrate to us how it was done, and the elder men showed clearly that this [Page 92] was a game which they encouraged. A lad of about thirteen collected some green leaves and tied them together with creeper, then taking an arrow, a toy masliya, and a broken gourd tied with creeper, which hung over his arm, for a maludema, he set fire to the leaves and climbed the ladder 1 


. While lowering the smoker and letting the smoke blow into the crevice in the rock where the comb was supposed to be, he pretended to cut round its sides with an arrow and thrust at it with his masliya (figure 3), from which he transferred the honey into the gourd. As he descended from the ladder he beat his chest and sides as though driving off the bees, and directly he reached the ground rushed into the jungle to escape from them, all the smaller children imitating him with great glee. Obviously this was a well-known and favourite game, for even the elders took part in it, throwing their cloths over their heads and running into the jungle.





1 The maludema is the vessel made of deerskin in which honey should be collected and the masliya the wooden four-pronged implement with which the comb is broken up and transferred to the maludema. For figures of maludema and masliya, see Plate LXV and figure 3 (p. 93) respectively.",225.1,Toy masliya.,https://ehrafworldcultures.yale.edu/sres/eeb77774-7052-4b5c-be1a-0e2899a91b8e,7.75,81.25,1911,903,Play,Single
20,225,2,Vedda,"Seligman, C. G. (Charles Gabriel), 1873-1940


The Veddas",LADDER,Instrument,Simple,Low,Mini,YES,NO,YES,NO,NO,NO,NO,NA,YES,HORIZONTAL,COLLABORATIVE LEARNING-ROLE PLAYING,Boys,ADOLESCENCE,CHILD,MALE,NA,Asia,Hunter-gatherers,"When a child tells a lie he may be told “Go away, I do not believe what you say,” but it appeared that even young children were usually truthful. One thing is taught the lads systematically, that is the method of collecting honey from the combs of the rock bee. Whenever the caves are conveniently situated a ladder of creepers is suspended from a tree in the jungle above and hangs over the end of the face of rock which forms the cave. On this the youths play at “honey getting.” At Pihilegodagalge the lads were quite willing to demonstrate to us how it was done, and the elder men showed clearly that this [Page 92] was a game which they encouraged. A lad of about thirteen collected some green leaves and tied them together with creeper, then taking an arrow, a toy masliya, and a broken gourd tied with creeper, which hung over his arm, for a maludema, he set fire to the leaves and climbed the ladder 1 


. While lowering the smoker and letting the smoke blow into the crevice in the rock where the comb was supposed to be, he pretended to cut round its sides with an arrow and thrust at it with his masliya (figure 3), from which he transferred the honey into the gourd. As he descended from the ladder he beat his chest and sides as though driving off the bees, and directly he reached the ground rushed into the jungle to escape from them, all the smaller children imitating him with great glee. Obviously this was a well-known and favourite game, for even the elders took part in it, throwing their cloths over their heads and running into the jungle.





1 The maludema is the vessel made of deerskin in which honey should be collected and the masliya the wooden four-pronged implement with which the comb is broken up and transferred to the maludema. For figures of maludema and masliya, see Plate LXV and figure 3 (p. 93) respectively.",NA,NA,https://ehrafworldcultures.yale.edu/sres/eeb77774-7052-4b5c-be1a-0e2899a91b8e,7.75,81.25,1911,903,Play,Single
