randomNumber,entryNumber,toolEntry,toolName,Type,simpleComp,Scale,Gender,Age,Society,Subsistence,Reference,social.solitary,Social,risk,Play_vs_use,Play,Multiple.Uses,Toycon,Continent,Latitude,Longitude
1978,2326,1,DOLL,Human figure,Comp,ChildOnly,Both/Unspecified,Unspecified,Klamath,Hunter-gatherers,"Pearsall, Marion, 1923-


Klamath childhood and education",social,Social,safe,play and toycon,Play,Multiple,Toycon,North America,42,-121.31
20,225,1,HONEY COLLECTOR,Instrument,Simple,Mini,Boys,Unspecified,Vedda,Hunter-gatherers,"Seligman, C. G. (Charles Gabriel), 1873-1940


The Veddas",solitary,Solitary,risky,Play,Play,Single,Not Toycon,Asia,7.75,81.25
20,225,2,LADDER,Instrument,Simple,Mini,Boys,ADOLESCENCE,Vedda,Hunter-gatherers,"Seligman, C. G. (Charles Gabriel), 1873-1940


The Veddas",solitary,Solitary,risky,Play,Play,Single,Not Toycon,Asia,7.75,81.25
2016,2495,1,RATTLE (CLAPPER),Music,Comp,ChildOnly,Both/Unspecified,EARLY CHILDHOOD,Ona,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",general singular,NA,safe,Play,Play,Single,Not Toycon,South America,-54,-68.5
2019,2443,1,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Sirionó,Hunter-gatherers,"Holmberg, Allan R.


Nomads of the long bow: the Siriono of eastern Bolivia",NA,NA,risky,Play,Play,Single,Not Toycon,South America,-14.5,-63.5
2023,2440,1,HOOP,PhysGame,Simple,ChildOnly,Both/Unspecified,Unspecified,Barama River Carib,Primarily Hunter-gatherers,"Gillin, John


The Barama River Caribs of British Guiana",social,Social,safe,Play,Play,Single,Not Toycon,South America,7.42,-60.17
2042,2106,1,DOLL,Human figure,Simple,ChildOnly,Both/Unspecified,Unspecified,Aleut,Hunter-gatherers,"Dall, William Healey, 1845-1927


Article VI: on the remains of later pre-historic man obtained from caves in the Catherina Archipelago, Alaska Territory, and especially from the caves of the Aleutian Islands",NA,NA,safe,Play,Play,Single,Not Toycon,North America,55,-162.85
2053,2210,1,TOBOGGAN,Transport,NA,Mini,Both/Unspecified,Unspecified,Innu,Hunter-gatherers,"Henriksen, Georg


Hunters in the barrens: the Naskapi on the edge of the White Man's world",social,Social,risky,play,Play,Single,Not Toycon,North America,53,-58
2070,2494,1,DOLL,Human figure,Comp,ChildOnly,Girls,Unspecified,Ona,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",general plural,NA,safe,play and toycon,Play,Multiple,Toycon,South America,-54,-68.5
2070,2494,2,SWING,PhysGame,Comp,ChildOnly,Both/Unspecified,Unspecified,Ona,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",social,Social,risky,Play,Play,Single,Not Toycon,South America,-54,-68.5
2084,1273,1,SLING,Weapons,Comp,Mini,Boys,Unspecified,Western Apache,Primarily Hunter-gatherers,"Basso, Keith H., 1940-2013


Western Apache",general plural,NA,risky,Use,Use,Single,Not Toycon,North America,33.86,-110.12
2084,1273,2,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Western Apache,Primarily Hunter-gatherers,"Basso, Keith H., 1940-2013


Western Apache",general plural,NA,risky,Use,Use,Single,Not Toycon,North America,33.86,-110.12
2094,2454,1,CANOE,Transport,Simple,Mini,Both/Unspecified,Unspecified,Warao,Hunter-gatherers,"Wilbert, Johannes


To become a maker of canoes: an essay in Warao enculturation",solitary,Solitary,risky,Play,Play,Single,Not Toycon,South America,9.08,-62
2094,2454,2,BOAT,Transport,Simple,Mini,Both/Unspecified,Unspecified,Warao,Hunter-gatherers,"Wilbert, Johannes


To become a maker of canoes: an essay in Warao enculturation",solitary,Solitary,safe,Play,Play,Single,Not Toycon,South America,9.08,-62
2095,2455,1,HOUSE,Shelter,Comp,Mini,Girls,EARLY CHILDHOOD,Canela,Primarily Hunter-gatherers,"Crocker, William H. (William Henry)


The Canela (Eastern Timbira), I: an ethnographic introduction",social,Social,safe,play and toycon,Play,Multiple,Toycon,South America,-6.5,-46
2095,2455,2,DOLL,Human figure,NA,ChildOnly,Girls,EARLY CHILDHOOD,Canela,Primarily Hunter-gatherers,"Crocker, William H. (William Henry)


The Canela (Eastern Timbira), I: an ethnographic introduction",social,Social,safe,play,Play,Single,Not Toycon,South America,-6.5,-46
211,248,1,SPEAR (HEAD),Weapons,Comp,Mini,Boys,Unspecified,Aleut,Hunter-gatherers,"Jochelson, Waldemar, 1855-1937


Archaeological investigations in the Aleutian Islands",general plural,NA,risky,Play,Play,Single,Not Toycon,North America,55,-162.85
2114,2457,1,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Canela,Primarily Hunter-gatherers,"Crocker, William H. (William Henry)


The Canela (Eastern Timbira), I: an ethnographic introduction",social,Social,risky,Use,Use,Single,Not Toycon,South America,-6.5,-46
212,2112,1,CANOE,Transport,Comp,Mini,Boys,EARLY CHILDHOOD,Chipewyans,Hunter-gatherers,"VanStone, James W.


The changing culture of the Snowdrift Chipewyan",social,Social,safe,play and toycon,Play,Multiple,Toycon,North America,58.36,-110.83
214,2415,1,BALL,PhysGame,Simple,ChildOnly,Girls,Unspecified,Kiribati,Primarily Hunter-gatherers,"Koch, Gerd


The material culture of Kiribati",social,Social,safe,play and toycon,Play,Multiple,Toycon,Oceania,3.38,172.99
2148,2069,1,DOLL,Human figure,Simple,ChildOnly,Both/Unspecified,Unspecified,Hadza,Hunter-gatherers,"Crittenden, Alyssa N.


Allomaternal care among the Hadza of Tanzania",social,Social,safe,Play,Play,Single,Not Toycon,Africa,-3.75,35.18
2152,530,1,HARP,Music,NA,AdultVersion,Boys,Unspecified,Ojibwa,Hunter-gatherers,"Kohl, Johann Georg, 1808-1878


Kitchi-Gami: wanderings round Lake Superior",social,Social,safe,Play,Play,Single,Not Toycon,North America,47.33,-91.86
2153,2095,1,DOLL,Human figure,NA,ChildOnly,Both/Unspecified,EARLY CHILDHOOD,Koryaks,Primarily Hunter-gatherers,"Jochelson, Waldemar, 1855-1937


The Koryak",general plural,NA,safe,Play,Play,Single,Not Toycon,Asia,63.9,66.69
2153,2095,2,FIGURE (ANIMAL),Animal Figure,Simple,ChildOnly,Both/Unspecified,EARLY CHILDHOOD,Koryaks,Primarily Hunter-gatherers,"Jochelson, Waldemar, 1855-1937


The Koryak",general plural,NA,safe,Play,Play,Single,Not Toycon,Asia,63.9,66.69
2153,2095,3,VESSEL,Container,Simple,Mini,Both/Unspecified,EARLY CHILDHOOD,Koryaks,Primarily Hunter-gatherers,"Jochelson, Waldemar, 1855-1937


The Koryak",general plural,NA,safe,Play,Play,Single,Not Toycon,Asia,63.9,66.69
2153,2095,4,DRUM,Music,Comp,Mini,Both/Unspecified,EARLY CHILDHOOD,Koryaks,Primarily Hunter-gatherers,"Jochelson, Waldemar, 1855-1937


The Koryak",general plural,NA,safe,Play,Play,Single,Not Toycon,Asia,63.9,66.69
2153,2095,5,HOUSE (TENT),Shelter,NA,Mini,Both/Unspecified,EARLY CHILDHOOD,Koryaks,Primarily Hunter-gatherers,"Jochelson, Waldemar, 1855-1937


The Koryak",general plural,NA,safe,Play,Play,Single,Not Toycon,Asia,63.9,66.69
2159,2323,1,BULL ROARER,Music,Comp,ChildOnly,Both/Unspecified,Unspecified,Gros Ventre,Hunter-gatherers,"Kroeber, A. L. (Alfred Louis), 1876-1960


Ethnology of the Gros Ventre",NA,NA,safe,Play,Play,Single,Not Toycon,North America,48,-108
2159,2323,2,BUZZ,Music,Comp,ChildOnly,Both/Unspecified,Unspecified,Gros Ventre,Hunter-gatherers,"Kroeber, A. L. (Alfred Louis), 1876-1960


Ethnology of the Gros Ventre",NA,NA,safe,Play,Play,Single,Not Toycon,North America,48,-108
2166,2196,1,SLING,Weapons,Comp,Mini,Boys,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik social culture",NA,NA,risky,Play,Play,Single,Not Toycon,North America,62.5,-159.5
2175,2432,1,KITE,PhysGame,Comp,ChildOnly,Both/Unspecified,Unspecified,Maori,Primarily Hunter-gatherers,"Buck, Peter Henry, 1880-1951


The coming of the Maori",NA,NA,safe,Play,Play,Single,Not Toycon,Oceania,-35.33,174.17
2177,2086,1,WINGED TOY,PhysGame,NA,ChildOnly,Boys,Unspecified,San,Hunter-gatherers,"Marshall, Lorna


The !Kung of Nyae Nyae",social,Social,safe,Play,Play,Single,Not Toycon,Africa,-19.83,20.58
2206,2264,1,HOUSE,Shelter,Comp,Mini,Both/Unspecified,Unspecified,Pomo,Hunter-gatherers,"Barrett, S. A. (Samuel Alfred), 1879-1965


Material aspects of Pomo culture",social,Social,safe,play and toycon,Play,Multiple,Toycon,North America,39.11,-123.21
2248,2492,1,DOLL,Human figure,NA,ChildOnly,Both/Unspecified,Unspecified,Ona,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",NA,NA,safe,Play,Play,Single,Not Toycon,South America,-54,-68.5
2248,2492,2,SLING,Weapons,Comp,Mini,Both/Unspecified,Unspecified,Ona,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",NA,NA,risky,Play,Play,Single,Not Toycon,South America,-54,-68.5
2248,2492,3,BOW AND ARROW,Weapons,Comp,Mini,Both/Unspecified,Unspecified,Ona,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",NA,NA,risky,Play,Play,Single,Not Toycon,South America,-54,-68.5
2253,2416,1,BALL,PhysGame,Simple,ChildOnly,Girls,MIDDLE CHILDHOOD,Kiribati,Primarily Hunter-gatherers,"Koch, Gerd


The material culture of Kiribati",social,Social,safe,play and toycon,Play,Multiple,Toycon,Oceania,3.38,172.99
2292,1878,1,SLING,Weapons,Comp,Mini,Boys,Unspecified,Ona,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",solitary,Solitary,risky,play and use,Play,Multiple,Not Toycon,South America,-54,-68.5
2294,2463,1,FIGURE,Animal Figure,Simple,ChildOnly,Both/Unspecified,Unspecified,Karajá,Primarily Hunter-gatherers,"Ehrenreich, Paul, 1855-1914


Contributions to the ethnography of Brazil",general plural,NA,safe,Play,Play,Single,Not Toycon,South America,-11.19,-50.35
2318,2380,1,DOLL,Human figure,Comp,ChildOnly,Girls,Unspecified,Western Apache,Primarily Hunter-gatherers,"Goodwin, Grenville, 1907-1940


The social organization of the Western Apache",social,Social,safe,Play,Play,Single,Not Toycon,North America,33.86,-110.12
2318,2380,2,BABY CARRIER (DOLL),Human figure,Comp,Mini,Girls,Unspecified,Western Apache,Primarily Hunter-gatherers,"Goodwin, Grenville, 1907-1940


The social organization of the Western Apache",social,Social,safe,Play,Play,Single,Not Toycon,North America,33.86,-110.12
2321,2228,1,BOAT,Transport,Simple,Mini,Both/Unspecified,Unspecified,Ojibwa,Hunter-gatherers,"Jenness, Diamond, 1886-1969


The Ojibwa Indians of Parry Island, their social and religious life",social,Social,safe,Play,Play,Single,Not Toycon,North America,47.33,-91.86
2321,2228,3,FIGURE (ANIMAL),Animal Figure,Simple,ChildOnly,Both/Unspecified,Unspecified,Ojibwa,Hunter-gatherers,"Jenness, Diamond, 1886-1969


The Ojibwa Indians of Parry Island, their social and religious life",social,Social,safe,toycon,Use,Single,Toycon,North America,47.33,-91.86
2325,2096,1,LASSO,PhysGame,Comp,Mini,Boys,Unspecified,Koryaks,Primarily Hunter-gatherers,"Jochelson, Waldemar, 1855-1937


The Koryak",social,Social,safe,Play,Play,Single,Not Toycon,Asia,63.9,66.69
2325,2096,2,TARGET (TOY BOY),Human figure,Simple,ChildOnly,Boys,Unspecified,Koryaks,Primarily Hunter-gatherers,"Jochelson, Waldemar, 1855-1937


The Koryak",social,Social,safe,play and toycon,Play,Multiple,Toycon,Asia,63.9,66.69
2326,2161,1,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",general plural,NA,risky,Play,Play,Single,Not Toycon,North America,62.5,-159.5
2337,2072,1,HOUSE (HUT),Shelter,Simple,Mini,Both/Unspecified,MIDDLE CHILDHOOD,Hadza,Hunter-gatherers,"Marlowe, Frank, 1954-


The Hadza: hunter-gatherers of Tanzania",social,Social,safe,play and toycon,Play,Multiple,Toycon,Africa,-3.75,35.18
2338,2458,1,HOUSE (HUT),Shelter,Comp,Mini,Girls,Unspecified,Canela,Primarily Hunter-gatherers,"Nimuendaju, Curt


The Eastern Timbira",social,Social,safe,play and toycon,Play,Multiple,Toycon,South America,-6.5,-46
2357,2296,1,TOP (WITH WHIP),Game,Comp,ChildOnly,Both/Unspecified,Unspecified,Blackfoot,Hunter-gatherers,"Hellson, John C.


Ethnobotany of the Blackfoot Indians",NA,NA,safe,Play,Play,Single,Not Toycon,North America,49.34,-111.21
2357,2296,2,ARROW,Weapons,Comp,Mini,Both/Unspecified,Unspecified,Blackfoot,Hunter-gatherers,"Hellson, John C.


Ethnobotany of the Blackfoot Indians",NA,NA,risky,play,Play,Single,Not Toycon,North America,49.34,-111.21
2357,2296,3,FLUTE,Music,Simple,ChildOnly,Both/Unspecified,Unspecified,Blackfoot,Hunter-gatherers,"Hellson, John C.


Ethnobotany of the Blackfoot Indians",NA,NA,safe,Play,Play,Single,Not Toycon,North America,49.34,-111.21
2357,2296,4,BLOWGUN,Weapons,Comp,Mini,Both/Unspecified,Unspecified,Blackfoot,Hunter-gatherers,"Hellson, John C.


Ethnobotany of the Blackfoot Indians",NA,NA,risky,play and toycon,Play,Multiple,Toycon,North America,49.34,-111.21
2367,1333,1,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Western Apache,Primarily Hunter-gatherers,"Goodwin, Grenville, 1907-1940


Western Apache raiding and warfare: from the notes of Grenville Goodwin",Social,Social,risky,Use,Use,Single,Not Toycon,North America,33.86,-110.12
2377,2092,1,STRING FIGURE,Game,Simple,ChildOnly,Both/Unspecified,Unspecified,San,Hunter-gatherers,"Marshall, Lorna


The !Kung of Nyae Nyae",general plural,NA,safe,play,Play,Single,Not Toycon,Africa,-19.83,20.58
2382,1581,1,TOBOGGAN,Transport,Simple,Mini,Both/Unspecified,Unspecified,Maori,Primarily Hunter-gatherers,"Best, Elsdon, 1856-1931


The Maori: volume 2",social,Social,risky,Use,Use,Single,Not Toycon,Oceania,-35.33,174.17
2386,2452,3,UNKNOWN (MACARA),Music,NA,ChildOnly,Both/Unspecified,Unspecified,Warao,Hunter-gatherers,"Turrado Moreno, Angel


Ethnography of the Guarauno Indians",general plural,NA,safe,Play,Play,Single,Not Toycon,South America,9.08,-62
2386,2452,4,PADDLE,Transport,NA,Mini,Both/Unspecified,Unspecified,Warao,Hunter-gatherers,"Turrado Moreno, Angel


Ethnography of the Guarauno Indians",general plural,NA,safe,Play,Play,Single,Not Toycon,South America,9.08,-62
2386,2452,5,CANOE,Transport,NA,Mini,Both/Unspecified,Unspecified,Warao,Hunter-gatherers,"Turrado Moreno, Angel


Ethnography of the Guarauno Indians",general plural,NA,safe,Play,Play,Single,Not Toycon,South America,9.08,-62
239,2394,1,STRING FIGURE,Game,Simple,ChildOnly,Both/Unspecified,Unspecified,Tiwi,Hunter-gatherers,"Goodale, Jane C. (Jane Carter), 1926-


Tiwi wives: a study of the women of Melville Island, North Australia",social,Social,safe,play,Play,Single,Not Toycon,Oceania,-11.38,131
2394,642,1,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Nuu-chah-nulth,Hunter-gatherers,"Sapir, Edward, 1884-1939


Native accounts of Nootka ethnography",solitary,Solitary,risky,Use,Use,Single,Not Toycon,North America,49.67,-126.67
24,607,1,DISH,Transport,Simple,Mini,Girls,EARLY CHILDHOOD,Haida,Hunter-gatherers,"Blackman, Margaret B.


During my time: Florence Edenshaw Davidson, a Haida woman",social,Social,risky,Play,Play,Single,Not Toycon,North America,54,-132.5
2402,2064,1,FISHING ROD,Tended facility,Comp,Mini,Both/Unspecified,Unspecified,Mbuti,Hunter-gatherers,"Turnbull, Colin M.


The forest people",social,Social,safe,play and use,Play,Multiple,Not Toycon,Africa,0.076388889,28.33
2413,2127,1,BASKET,Container,Simple,Mini,Girls,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",general singular,NA,safe,play and toycon,Play,Multiple,Toycon,North America,62.5,-159.5
2413,2127,2,POT,Container,Simple,Mini,Girls,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",general singular,NA,safe,play and toycon,Play,Multiple,Toycon,North America,62.5,-159.5
2413,2127,3,TRAP (DEADFALL),Tended facility,Comp,Mini,Boys,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",general plural,NA,safe,Use,Use,Single,Not Toycon,North America,62.5,-159.5
2413,2127,4,BOW AND ARROW,Weapons,Comp,Mini,Boys,MIDDLE CHILDHOOD,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",solitary,Solitary,risky,Play,Play,Single,Not Toycon,North America,62.5,-159.5
2413,2127,5,STRING FIGURE,Game,Simple,ChildOnly,Both/Unspecified,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",social,Social,safe,Play,Play,Single,Not Toycon,North America,62.5,-159.5
2414,2449,1,HOOP,PhysGame,Comp,ChildOnly,Both/Unspecified,Unspecified,Warao,Hunter-gatherers,"Hill, George W.


The Warao of the Amacuro Delta",social,Social,safe,Play,Play,Single,Not Toycon,South America,9.08,-62
2415,2453,1,RATTLE,Music,Comp,ChildOnly,Both/Unspecified,Unspecified,Warao,Hunter-gatherers,"Wilbert, Johannes


To become a maker of canoes: an essay in Warao enculturation",social,Social,safe,Play,Play,Single,Not Toycon,South America,9.08,-62
2437,2534,1,SWING,PhysGame,NA,ChildOnly,Both/Unspecified,Unspecified,Yahgan,Hunter-gatherers,"Lothrop, Samuel Kirkland, 1892-


The Indians of Tierra del Fuego",social,Social,risky,Play,Play,Single,Not Toycon,South America,-55.5,-69.5
2437,2534,2,BALL,PhysGame,NA,ChildOnly,Both/Unspecified,Unspecified,Yahgan,Hunter-gatherers,"Lothrop, Samuel Kirkland, 1892-


The Indians of Tierra del Fuego",social,Social,safe,Play,Play,Single,Not Toycon,South America,-55.5,-69.5
2452,2158,1,SNAPPING STICK,PhysGame,Simple,ChildOnly,Boys,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",social,Social,safe,Play,Play,Single,Not Toycon,North America,62.5,-159.5
2458,2338,1,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Maricopa,Primarily Hunter-gatherers,"Spier, Leslie, 1893-1961


Yuman tribes of the Gila River",social,Social,safe,Play,Play,Single,Not Toycon,North America,32,-112
2480,3,1,BOW AND ARROW,Weapons,Comp,AdultVersion,Boys,Unspecified,Mbuti,Hunter-gatherers,"Turnbull, Colin M.


The Mbuti Pygmies: an ethnographic survey",social,Social,risky,Use,Use,Single,Not Toycon,Africa,0.076388889,28.33
2480,3,2,SPEAR,Weapons,NA,AdultVersion,Boys,Unspecified,Mbuti,Hunter-gatherers,"Turnbull, Colin M.


The Mbuti Pygmies: an ethnographic survey",social,Social,risky,Use,Use,Single,Not Toycon,Africa,0.076388889,28.33
2484,539,1,FISHING HOOK,Tended facility,Comp,AdultVersion,Boys,Unspecified,Ojibwa,Hunter-gatherers,"Rogers, Edward S.


Subsistence strategy in the fish and hare period, northern Ontario: the Weagamow Ojibwa, 1880-1920",general plural,NA,safe,Use,Use,Single,Not Toycon,North America,47.33,-91.86
2485,1024,1,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Eastern Apache,Hunter-gatherers,"Opler, Morris Edward, 1907-1996


An Apache life-way: the economic, social, and religious institutions of the Chiricahua Indians",social,Social,risky,play and use,Play,Multiple,Not Toycon,North America,32,-109.5
2489,2367,1,SLING,Weapons,Comp,Mini,Boys,Unspecified,Northern Paiute,Hunter-gatherers,"Kelly, Isabel Truesdell, 1906-


Ethnography of the Surprise Valley Paiute",general plural,NA,risky,Play,Play,Single,Not Toycon,North America,40.08,-119.54
2504,2276,1,DOLL,Human figure,NA,ChildOnly,Both/Unspecified,Unspecified,Tlingit,Hunter-gatherers,"Emmons, George Thornton.


The Tlingit Indians",NA,NA,safe,Play,Play,Single,Not Toycon,North America,57,-133.59
2513,1369,1,BASKET,Container,Simple,AdultVersion,Girls,EARLY CHILDHOOD,Western Apache,Primarily Hunter-gatherers,"Roberts, Helen Heffron, 1888-


Basketry of the San Carlos Apache",NA,NA,safe,Use,Use,Single,Not Toycon,North America,33.86,-110.12
2520,724,1,DISH,Container,Simple,Mini,Both/Unspecified,Unspecified,Tlingit,Hunter-gatherers,"Emmons, George Thornton.


The Tlingit Indians",NA,NA,safe,Play,Play,Single,Not Toycon,North America,57,-133.59
2529,2186,1,POT,Container,Simple,Mini,Girls,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik social culture",NA,NA,safe,play,Play,Single,Not Toycon,North America,62.5,-159.5
2529,2186,3,BASKET,Container,Simple,Mini,Girls,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik social culture",general singular,NA,safe,Play and toycon,Play,Multiple,Toycon,North America,62.5,-159.5
2530,2409,1,CANOE,Transport,Comp,Mini,Both/Unspecified,MIDDLE CHILDHOOD,Kiribati,Primarily Hunter-gatherers,"Koch, Gerd


The material culture of Kiribati",social,Social,safe,play and toycon,Play,Multiple,Toycon,Oceania,3.38,172.99
255,447,1,SLEDGE,Transport,Comp,Mini,Both/Unspecified,Unspecified,Innu,Hunter-gatherers,"Lane, Kenneth S.


The Montagnais Indians, 1600-1640",social,Social,risky,Use,Use,Single,Not Toycon,North America,53,-58
260,2166,1,LOG (TUG OF WAR),PhysGame,Comp,ChildOnly,Both/Unspecified,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",social,Social,safe,Play,Play,Single,Not Toycon,North America,62.5,-159.5
263,2187,1,DOLL,Human figure,Simple,ChildOnly,Both/Unspecified,MIDDLE CHILDHOOD,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik social culture",NA,NA,safe,Play,Play,Single,Not Toycon,North America,62.5,-159.5
264,1628,2,SPINDLE,Instrument,NA,Mini,Girls,EARLY CHILDHOOD,Sirionó,Hunter-gatherers,"Holmberg, Allan R.


Nomads of the long bow: the Siriono of eastern Bolivia",solitary,Solitary,safe,Play,Play,Single,Not Toycon,South America,-14.5,-63.5
269,2019,1,STONE,PhysGame,Simple,ChildOnly,Girls,Unspecified,Yahgan,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Yahgan: the life and thought of the water nomads of Cape Horn",social,Social,safe,Play,Play,Single,Not Toycon,South America,-55.5,-69.5
272,453,1,SLED,Transport,Simple,Mini,Both/Unspecified,Unspecified,Innu,Hunter-gatherers,"McGee, John T.


Cultural stability and change among the Montagnais Indians of the Lake Melville region of Labrador",social,Social,risky,Play,Play,Single,Not Toycon,North America,53,-58
272,453,3,SLEIGH,Transport,NA,AdultVersion,Both/Unspecified,Unspecified,Innu,Hunter-gatherers,"McGee, John T.


Cultural stability and change among the Montagnais Indians of the Lake Melville region of Labrador",social,Social,risky,Play,Play,Single,Not Toycon,North America,53,-58
281,1511,1,CANOE,Transport,NA,Mini,Both/Unspecified,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",solitary,Solitary,risky,use,Use,Single,Not Toycon,Oceania,-2.17,147.17
281,1511,2,CANOE,Transport,NA,AdultVersion,Both/Unspecified,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",solitary,Solitary,risky,Use,Use,Single,Not Toycon,Oceania,-2.17,147.17
281,1511,3,KNIFE,Instrument,NA,AdultVersion,Both/Unspecified,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",solitary,Solitary,risky,NA,NA,NA,NA,Oceania,-2.17,147.17
285,1280,1,SLING,Weapons,Comp,Mini,Boys,Unspecified,Western Apache,Primarily Hunter-gatherers,"Buskirk, Winfred, 1908-


The Western Apache: living with the land before 1950",social,Social,risky,play and use,Play,Multiple,Not Toycon,North America,33.86,-110.12
285,1280,2,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Western Apache,Primarily Hunter-gatherers,"Buskirk, Winfred, 1908-


The Western Apache: living with the land before 1950",general plural,NA,risky,Use,Use,Single,Not Toycon,North America,33.86,-110.12
29,2304,1,BOW AND ARROW,Weapons,Comp,Mini,Both/Unspecified,Unspecified,Blackfoot,Hunter-gatherers,"Schultz, James Willard, 1859-1947


Blackfeet and buffalo: memories of life among the Indians",solitary,Solitary,risky,NA,NA,NA,NA,North America,49.34,-111.21
297,1803,1,OAR,Transport,NA,Mini,Boys,Unspecified,Karajá,Primarily Hunter-gatherers,"Krause, Fritz,1881-1963


In the wilderness of Brazil: report and results of the Leipzig Araguaia Expedition of 1908",general plural,NA,risky,NA,NA,NA,NA,South America,-11.19,-50.35
298,2311,1,PARFLESCHE,Container,Simple,Mini,Both/Unspecified,Unspecified,Gros Ventre,Hunter-gatherers,"Flannery, Regina


The Gros Ventres of Montana: part 1, Social life",NA,NA,safe,toycon,Use,Single,Toycon,North America,48,-108
304,499,1,MAT,Shelter,Comp,Mini,Girls,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",NA,NA,safe,Use,Use,Single,Not Toycon,North America,47.33,-91.86
304,499,10,SHELL,Container,Simple,ChildOnly,Both/Unspecified,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",social,Social,safe,Use,Use,Single,Not Toycon,North America,47.33,-91.86
304,499,11,CANOE,Transport,NA,AdultVersion,Girls,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",social,Social,risky,Use,Use,Single,Not Toycon,North America,47.33,-91.86
310,2312,1,STILTS,PhysGame,NA,ChildOnly,Girls,Unspecified,Gros Ventre,Hunter-gatherers,"Flannery, Regina


The Gros Ventres of Montana: part 1, Social life",Social,Social,risky,Play,Play,Single,Not Toycon,North America,48,-108
311,2401,1,CANOE,Transport,NA,AdultVersion,Boys,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",general plural,NA,risky,NA,NA,NA,NA,Oceania,-2.17,147.17
311,2401,14,CANOE,Transport,NA,Mini,Both/Unspecified,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",general plural,NA,risky,NA,NA,NA,NA,Oceania,-2.17,147.17
